id,repeatProbability
141755661,0.084
141755752,0.138
141758519,0.154
141762231,0.044
141762925,0.148
141764600,0.006
141766669,0.08
141768176,0.218
141771399,0.032
141773354,0.14
141776009,0.084
141777902,0.088
141778262,0.036
141782685,0.042
141782778,0.106
141782957,0.132
141784566,0.036
141787813,0.156
141790043,0.06
141792275,0.148
141792430,0.066
141793027,0.116
141794395,0.116
141795298,0.244
141795378,0.372
141795548,0.124
141803113,0.046
141804977,0.156
141807482,0.18
141810775,0.052
141813932,0.076
141816590,0.028
141818901,0.098
141819734,0.094
141819743,0.104
141819975,0.028
141824015,0
141824813,0.062
141827638,0.042
141827667,0.028
141832565,0.082
141837055,0.074
141839365,0.092
141841116,0.006
141843988,0.062
141845580,0.086
141850021,0.084
141851589,0.15
141851907,0.614
141853314,0.552
141854079,0.092
141855970,0.022
141857628,0.202
141859476,0.132
141859897,0.136
141860280,0.09
141860318,0.156
141861297,0.21
141862231,0.142
141866868,0.122
141871652,0.008
141873814,0.126
141873848,0.128
141875694,0.092
141878203,0.148
141880133,0.472
141883364,0.07
141884232,0.006
141884523,0.064
141885107,0.626
141885477,0.192
141896302,0.012
141905084,0.188
141909548,0.086
141911854,0.262
141912151,0.032
141912997,0.06
141913044,0.014
141916292,0.162
141918662,0.118
141919130,0.128
141922285,0.132
141923060,0.128
141923888,0.11
141925498,0.106
141927625,0.518
141931619,0.054
141936116,0.214
141937689,0.064
141944634,0.146
141944774,0.098
141945074,0.066
141945967,0.468
141948217,0.056
141948771,0.522
141950111,0.054
141950128,0.074
141964741,0.086
141966269,0.338
141968058,0.17
141977042,0.204
141977820,0.448
141978469,0.29
141979088,0.132
141979461,0.074
141980415,0.078
141982459,0.144
141982603,0.124
141982727,0.044
141985037,0.132
141987061,0.15
141989462,0.102
141991802,0.044
141993692,0.128
141994950,0.004
141995271,0.038
141995418,0.086
142000026,0.356
142000220,0.032
142003966,0.202
142005289,0.054
142009724,0.034
142010209,0.084
142010902,0.132
142015281,0.394
142015673,0.066
142017802,0.176
142022278,0.162
142022648,0.124
142022940,0.32
142026983,0.102
142030361,0.044
142031858,0.096
142032537,0.462
142033023,0.026
142033990,0.114
142034288,0.002
142036773,0.076
142039878,0.136
142044696,0.104
142049595,0.758
142054098,0.042
142064564,0.068
142065528,0.016
142067863,0.152
142075086,0.016
142075802,0.008
142077499,0.152
142079374,0.082
142079933,0.136
142081283,0.096
142088196,0.16
142091146,0.082
142096641,0.058
142098873,0.09
142104587,0.122
142116391,0.382
142117035,0.008
142117728,0.158
142118807,0.028
142120292,0.126
142125142,0.148
142129741,0.074
142133455,0.086
142133487,0.042
142133732,0.044
142136010,0.514
142136269,0.066
142138188,0.01
142139438,0.558
142142451,0.128
142143852,0.034
142144539,0.106
142148430,0.134
142148494,0.094
142150144,0.098
142154058,0.192
142156770,0.382
142157200,0.12
142158065,0.632
142166578,0.124
142184364,0.082
142190745,0.148
142191267,0.08
142194710,0.128
142194835,0.052
142199532,0.156
142201968,0.138
142203570,0.232
142206223,0.092
142208837,0.094
142210723,0.09
142214120,0.068
142215131,0.494
142217263,0.028
142217483,0.08
142221217,0.414
142223775,0.174
142223992,0.044
142225868,0.114
142231927,0.02
142234260,0.054
142236308,0.026
142240744,0.032
142246230,0.01
142248363,0.038
142249241,0.234
142249873,0.05
142253883,0.144
142256097,0.632
142257369,0.078
142257455,0.096
142258616,0.096
142259406,0.25
142260482,0.1
142262240,0.014
142265681,0.048
142266117,0.018
142272057,0.048
142278121,0.022
142279394,0.042
142290165,0.128
142292376,0.152
142292504,0.082
142293951,0.06
142295043,0.052
142298879,0.13
142299028,0.648
142299732,0.136
142301620,0.022
142309166,0.14
142314323,0.614
142316385,0.182
142322871,0.058
142323441,0.474
142323940,0.096
142328506,0.132
142330321,0.04
142334141,0.198
142337271,0.128
142337918,0.494
142338064,0.318
142340599,0.182
142351712,0.058
142354092,0.032
142361463,0.102
142363289,0.018
142363576,0.126
142367363,0.056
142371047,0.088
142382032,0.16
142386090,0.058
142390413,0.088
142391277,0.146
142396795,0.232
142400293,0.052
142401934,0.406
142402197,0.154
142404094,0.014
142406166,0.162
142407558,0.19
142407982,0.11
142408440,0.096
142410663,0.028
142415939,0.096
142416571,0.05
142420549,0.3
142420588,0.042
142422447,0.012
142424367,0.102
142431961,0.086
142435541,0.112
142437621,0.044
142437849,0.036
142438656,0.046
142439452,0.066
142442834,0.1
142446604,0.036
142453502,0.14
142454822,0.092
142455770,0.134
142455944,0.52
142459423,0.064
142461807,0.026
142462289,0.062
142463232,0.102
142463859,0.11
142464190,0.054
142465184,0.036
142467716,0.222
142468103,0.02
142468241,0.084
142471436,0.134
142471508,0.096
142477474,0.034
142485084,0.252
142485465,0.004
142487193,0.098
142489128,0.142
142490723,0.114
142492603,0.018
142500831,0.338
142502000,0.114
142502688,0.064
142503706,0.258
142505918,0.048
142515407,0.112
142515530,0.214
142518031,0.092
142524228,0.196
142532067,0.218
142539852,0.194
142539953,0.1
142541022,0.21
142541151,0.424
142541184,0.048
142546654,0.114
142548174,0.208
142548600,0.11
142550162,0.132
142555075,0.264
142555707,0.098
142555851,0.112
142556709,0.094
142558606,0.054
142560480,0.102
142562837,0.064
142563157,0.072
142565983,0.154
142567225,0.104
142570725,0.162
142571666,0.072
142572633,0.118
142578235,0.076
142578279,0.072
142579198,0.132
142580008,0.03
142580023,0.336
142580070,0.076
142582089,0.124
142584378,0.07
142585120,0.02
142585832,0.162
142591088,0.052
142594437,0.016
142596225,0.38
142597302,0
142597488,0.818
142597980,0.05
142599142,0.146
142599926,0.026
142600620,0.19
142601018,0.092
142601835,0.046
142603645,0.02
142604522,0.1
142608302,0.52
142612375,0.076
142612726,0.138
142618211,0.046
142627470,0.096
142627905,0.028
142628715,0.052
142635946,0.102
142639038,0.04
142641258,0.16
142644901,0.036
142644920,0.478
142645335,0.066
142649294,0.116
142652399,0.048
142654598,0.132
142661117,0.164
142662063,0.184
142665521,0.026
142666933,0.034
142669380,0.046
142671348,0.084
142677910,0.036
142684415,0.096
142687254,0.1
142687626,0.166
142689014,0.038
142690689,0.048
142691058,0.092
142691325,0.018
142697997,0.158
142698970,0.124
142699872,0.016
142701758,0.49
142702104,0.144
142708681,0.166
142709277,0.06
142709495,0.074
142713060,0.024
142715534,0.148
142716913,0.032
142717377,0.238
142728114,0
142731773,0.056
142733349,0.078
142736792,0.14
142743129,0.188
142743930,0.108
142747130,0.072
142753034,0.128
142753093,0.038
142754025,0.07
142760115,0.02
142761100,0.1
142762344,0.106
142767382,0.028
142768369,0.046
142770724,0.104
142774092,0.472
142775238,0.23
142776407,0.218
142779091,0.008
142782081,0.132
142783506,0.118
142783613,0.046
142786662,0.058
142787021,0.118
142789607,0.37
142789710,0.238
142791244,0.1
142793238,0.068
142797631,0.072
142799721,0.064
142802274,0.084
142802561,0.156
142803395,0.04
142804615,0.042
142812323,0.01
142818897,0.042
142822896,0.064
142827854,0.134
142840391,0.126
142840927,0.158
142842436,0.086
142842795,0.066
142845332,0.088
142848934,0.104
142852530,0.148
142854701,0.326
142854797,0.078
142858452,0.164
142859049,0.134
142859116,0.01
142859481,0.118
142860435,0.018
142866142,0.028
142866798,0.042
142870719,0.406
142871885,0.202
142874902,0.046
142875180,0.092
142889275,0.028
142890709,0.022
142891099,0.062
142891283,0.31
142892758,0.042
142893293,0.094
142893571,0.062
142895011,0.166
142896499,0.034
142896983,0.066
142900661,0.166
142901318,0.118
142902090,0.138
142902455,0.142
142906398,0.446
142911583,0.036
142915686,0.14
142915789,0.182
142917963,0.072
142918587,0.03
142919299,0.014
142920846,0.042
142922806,0.17
142925819,0.024
142927113,0.112
142931962,0.028
142937658,0.02
142939289,0.02
142941956,0.054
142944589,0.168
142946845,0.176
142947062,0.106
142948480,0.024
142949235,0.03
142952942,0.028
142953437,0.198
142956955,0.016
142958243,0.054
142959937,0.022
142961443,0.052
142965811,0.314
142965818,0.12
142967088,0.078
142972342,0.042
142973251,0.054
142978491,0.108
142980187,0.024
142982626,0.062
142986361,0.074
142988337,0.08
142991687,0.098
142996599,0.12
143008336,0.096
143010505,0.05
143010819,0.012
143011000,0.006
143013212,0.172
143013865,0.098
143016402,0.074
143017688,0.168
143019081,0.044
143019226,0.09
143022308,0.13
143023096,0.198
143023599,0.05
143027415,0.06
143030703,0.056
143032283,0.082
143035516,0.122
143035833,0.11
143042695,0.03
143044377,0.14
143044600,0.478
143046599,0.04
143052517,0.024
143055889,0.12
143057796,0.204
143061811,0.458
143063385,0.096
143066947,0.076
143070637,0.016
143076094,0.212
143081677,0.07
143082049,0.136
143089133,0.166
143090516,0.006
143095197,0.16
143096282,0.22
143097771,0.074
143098449,0.222
143099812,0.02
143104578,0.048
143106400,0.02
143106717,0.018
143108935,0.202
143110379,0.074
143111650,0
143113135,0.288
143113214,0.03
143113629,0.084
143117078,0.072
143123230,0.056
143130305,0.086
143133798,0.34
143136396,0.022
143143965,0.028
143148399,0.174
143151112,0.008
143152691,0.068
143154995,0.112
143159817,0.06
143160244,0.136
143162023,0.054
143166397,0.154
143166965,0.408
143169080,0.036
143170499,0.154
143176552,0.134
143178659,0.1
143181633,0.006
143183824,0.118
143185933,0.092
143190625,0.126
143195635,0.048
143202943,0.224
143203559,0.142
143204376,0.112
143206649,0.086
143207220,0.102
143214736,0.68
143216184,0.034
143218572,0.152
143219111,0.058
143222251,0.136
143223424,0.076
143225659,0.05
143230223,0.112
143235236,0.076
143235509,0.48
143236744,0.01
143236764,0.066
143238935,0.054
143243311,0.094
143243507,0.036
143243833,0.184
143244885,0.122
143250142,0.066
143250314,0.26
143251379,0.02
143253701,0.106
143255394,0.096
143255544,0.07
143259751,0.06
143264493,0.08
143265015,0.032
143267217,0.29
143269567,0.042
143270729,0.074
143270769,0.108
143273414,0.108
143278780,0.026
143283129,0.104
143290310,0.01
143294659,0.282
143296132,0.01
143296705,0.116
143297040,0.052
143297604,0.148
143298098,0.03
143302352,0.084
143302765,0.072
143304514,0.28
143304780,0.056
143308399,0.022
143311273,0.074
143311808,0.036
143314036,0.174
143318762,0.076
143319584,0.082
143320073,0.142
143320690,0.122
143324603,0.05
143336398,0.074
143338536,0.188
143340849,0.034
143342955,0.102
143342978,0.182
143343451,0.054
143343520,0.184
143360638,0.142
143362032,0.106
143364378,0.018
143364387,0.034
143364657,0.088
143364873,0.408
143365274,0.084
143367300,0.016
143370322,0.12
143380171,0.104
143382707,0.052
143383543,0.054
143385266,0.134
143386240,0.112
143388244,0.032
143388308,0.04
143390333,0.15
143392899,0.046
143394027,0.488
143403651,0.068
143405547,0.15
143405581,0.136
143408186,0.052
143424457,0.026
143424765,0.142
143431103,0.176
143433689,0.15
143437538,0.194
143443343,0.052
143444994,0.534
143452555,0.106
143454996,0.036
143458901,0.026
143459674,0.114
143460304,0.064
143464504,0.094
143465347,0.18
143470045,0.006
143473091,0.084
143477607,0.084
143480052,0.054
143489541,0.102
143492519,0.366
143495945,0.072
143497116,0.058
143504232,0.358
143505957,0.136
143509830,0.096
143512191,0.054
143513029,0.034
143516745,0.074
143522521,0.12
143522962,0.09
143525316,0.14
143525382,0.078
143525722,0.03
143525962,0.038
143532510,0.024
143534531,0.512
143534910,0.038
143536838,0.096
143539228,0.092
143539580,0.024
143543500,0.056
143543507,0.708
143546087,0.178
143546136,0.082
143548677,0.278
143551959,0.096
143555398,0.222
143556015,0.03
143563568,0.104
143564055,0.034
143565205,0.072
143565402,0.046
143566732,0.318
143567130,0.132
143569117,0.228
143570900,0.154
143580322,0.098
143581693,0.034
143586560,0.066
143587281,0.254
143589063,0.144
143589628,0.132
143589718,0.052
143590592,0.062
143592857,0.222
143594838,0.12
143600615,0.204
143600711,0.024
143601610,0.08
143601879,0.078
143603452,0.008
143604352,0.04
143606674,0.28
143609593,0.458
143611493,0.018
143613627,0.114
143613725,0.026
143627683,0.11
143629483,0.144
143631052,0.234
143632787,0.072
143633959,0.014
143640484,0.174
143641337,0.044
143643079,0.03
143643690,0.088
143646269,0.046
143646590,0.05
143647216,0.084
143647243,0.048
143648206,0.102
143649694,0.064
143650363,0.104
143652673,0.264
143655348,0.062
143655481,0.016
143657098,0.11
143657311,0.068
143662164,0.434
143665755,0.11
143667070,0.066
143667426,0.104
143671728,0.038
143682533,0.138
143683832,0.076
143684241,0.11
143686504,0.014
143686669,0.174
143687842,0.386
143696772,0.04
143696811,0.074
143699388,0.04
143700627,0.11
143704510,0.036
143706774,0.044
143706963,0.038
143709207,0.07
143709796,0.218
143711453,0.12
143712450,0.106
143712868,0.312
143713118,0.124
143714767,0.008
143716389,0.052
143716976,0.612
143718332,0.1
143723525,0.016
143726522,0.076
143729346,0.146
143731931,0.064
143733537,0.028
143736457,0.186
143741267,0.036
143741782,0.062
143742506,0.194
143745725,0.02
143746103,0.074
143747220,0.414
143748269,0.036
143749148,0.122
143749518,0.126
143749985,0.066
143750217,0.022
143750752,0.026
143751629,0.048
143752534,0.162
143754166,0.048
143755082,0.01
143755235,0.236
143765809,0.054
143769141,0.082
143769635,0.074
143771218,0.094
143778662,0.164
143779349,0.002
143786827,0.402
143787695,0.066
143797204,0.092
143797544,0.122
143799525,0.122
143800267,0.642
143800725,0.074
143800925,0.108
143801461,0.168
143807085,0.444
143808809,0.094
143816674,0.016
143824054,0.018
143832199,0.012
143832970,0.122
143835285,0.222
143835296,0.212
143835643,0.444
143836215,0.06
143840871,0.046
143841604,0.186
143843411,0.026
143843760,0.062
143849320,0.042
143849397,0.136
143852859,0.142
143855204,0.164
143856443,0.206
143857677,0.214
143862002,0.086
143862244,0.018
143862851,0.206
143867084,0.2
143868965,0.048
143870674,0.052
143871823,0.106
143872827,0.036
143873630,0.2
143874501,0.146
143876952,0.032
143880471,0.096
143880988,0.258
143881073,0.19
143882221,0.116
143882346,0.066
143884823,0.02
143888046,0.108
143888919,0.108
143896577,0.08
143897622,0.024
143907743,0.026
143911946,0.108
143912634,0.06
143912950,0.15
143913186,0.222
143914652,0.046
143914770,0.128
143917911,0.154
143918042,0.162
143919703,0.096
143924141,0.172
143924387,0.526
143925703,0.064
143927796,0.026
143928360,0.1
143928542,0.05
143928843,0.146
143929662,0.24
143930349,0.152
143933489,0.162
143936625,0.298
143944335,0.026
143946045,0.126
143953721,0.15
143955416,0.09
143957252,0.128
143957545,0.07
143957866,0.136
143964683,0.158
143964974,0.094
143966926,0.104
143967803,0.08
143974015,0.094
143974698,0.096
143974772,0.118
143977876,0.208
143982841,0.022
143982850,0.05
143986215,0.034
143991392,0.412
143992217,0.052
143992330,0.172
143993217,0.044
143994132,0.322
144000278,0.032
144006296,0.126
144008244,0.154
144009371,0.098
144014014,0.422
144014087,0.536
144014918,0.534
144017312,0.02
144021323,0.082
144021747,0.45
144026012,0.074
144026480,0.14
144027651,0.032
144027827,0.108
144037938,0.028
144038057,0.032
144040868,0.48
144048055,0.15
144052407,0.092
144057570,0.016
144057601,0.064
144058108,0.056
144059052,0.04
144059867,0.016
144061949,0.054
144062511,0.026
144063118,0.014
144065725,0.104
144067150,0.094
144067250,0.074
144068758,0.082
144069879,0.084
144069948,0.024
144073635,0.144
144077132,0.074
144078599,0.078
144084414,0.056
144086960,0.02
144092964,0.088
144093992,0.208
144095547,0.046
144104317,0.178
144104323,0.028
144104573,0.04
144106385,0.246
144112144,0.386
144114967,0.024
144116219,0.018
144116804,0.172
144120478,0.058
144120860,0.168
144121772,0.036
144124111,0.482
144124374,0.188
144126056,0.006
144127928,0.034
144129573,0.082
144133238,0.062
144140099,0.002
144142573,0.116
144142915,0.102
144144795,0.028
144147609,0.1
144150985,0.122
144151721,0.122
144157752,0.25
144158479,0.062
144159016,0.144
144160220,0.04
144168099,0.124
144170821,0.082
144171098,0.022
144172749,0.136
144174322,0.224
144175693,0.146
144178601,0.086
144180455,0.026
144181245,0.204
144186588,0.02
144190100,0.014
144191638,0.032
144193462,0.068
144194045,0.192
144194699,0.12
144197665,0.072
144201615,0.034
144202538,0.184
144203752,0.036
144203887,0.072
144204473,0.036
144206925,0.028
144207908,0.03
144210142,0.066
144212620,0.154
144216059,0.098
144216467,0.034
144217314,0.022
144218658,0.278
144219165,0.09
144225782,0.064
144226708,0.078
144229989,0.018
144234653,0.256
144234845,0.042
144239652,0.092
144245118,0.064
144247798,0.134
144249337,0.06
144254954,0.008
144256069,0.142
144258461,0.042
144261565,0.142
144262131,0.73
144265017,0.1
144266252,0.154
144267184,0.22
144273446,0.048
144277221,0.042
144283145,0.142
144287630,0.26
144288646,0.016
144289807,0.024
144289977,0.138
144290458,0.078
144290742,0.06
144292077,0.134
144292524,0.134
144292608,0.1
144293311,0.106
144297239,0.098
144298270,0.162
144298913,0.188
144299292,0.086
144300131,0.002
144300574,0.068
144300854,0.036
144303651,0.032
144304968,0.094
144305608,0.08
144305783,0.248
144308997,0.138
144312708,0.178
144312974,0.178
144314511,0.11
144318092,0.01
144320103,0.076
144323754,0.038
144325395,0.036
144325416,0.078
144326311,0.178
144331318,0.098
144334766,0.08
144335546,0.398
144336259,0.092
144336515,0.114
144338336,0.346
144340603,0.028
144340762,0.108
144341421,0.12
144343204,0.042
144344624,0.21
144345368,0.074
144347728,0.088
144347763,0.164
144348386,0.176
144348946,0.076
144349162,0.062
144357930,0.062
144357956,0.156
144358529,0.08
144360317,0.104
144360373,0.048
144362008,0.122
144365503,0.432
144369201,0.094
144372705,0.118
144374409,0.016
144375673,0.24
144376517,0.664
144377001,0.078
144377571,0.216
144378645,0.002
144380488,0.188
144381889,0.16
144387182,0.112
144387493,0.156
144393221,0.048
144396131,0.272
144398631,0.616
144401748,0.04
144404198,0.12
144405463,0.128
144413291,0.05
144413722,0.248
144414797,0.128
144415440,0.006
144424101,0.028
144425094,0.088
144429176,0.062
144429182,0.068
144430010,0.056
144430050,0.108
144434723,0.046
144436460,0.004
144436490,0.04
144436963,0.324
144437267,0.062
144438201,0.326
144441582,0.026
144441791,0.024
144443232,0.108
144444302,0.008
144445706,0.07
144447508,0.056
144447533,0.032
144449380,0.664
144450881,0.222
144452139,0.046
144452616,0.056
144454601,0.024
144455806,0.082
144457341,0.122
144463372,0.148
144471557,0.132
144471864,0.106
144474767,0.07
144474818,0.4
144478990,0.234
144480943,0.078
144481827,0.022
144482085,0.06
144485704,0.048
144486610,0.084
144487088,0.122
144490712,0.102
144491365,0.076
144492453,0.156
144495622,0.002
144495858,0.032
144499074,0.49
144500265,0.056
144509639,0.106
144509830,0.164
144513214,0.41
144520653,0.112
144521053,0.074
144522017,0.07
144522589,0.132
144525498,0.4
144528802,0.026
144530006,0.038
144530919,0.02
144533999,0.106
144535480,0.032
144536635,0.256
144538233,0.088
144538351,0.134
144539390,0.132
144541169,0.136
144547489,0.352
144548127,0.03
144549056,0.088
144549077,0.064
144551100,0.072
144557177,0.024
144560380,0.03
144561950,0.11
144564560,0.044
144567267,0.072
144570055,0.154
144570211,0.16
144570481,0.084
144570555,0.132
144571460,0.022
144571733,0.044
144572410,0.194
144572665,0.03
144577104,0.444
144579458,0.228
144579619,0.18
144581170,0.07
144582210,0.164
144586668,0.762
144590642,0.132
144593448,0.02
144594908,0.364
144596966,0.05
144598655,0.076
144602668,0.044
144605445,0.102
144606137,0.026
144606221,0.074
144608593,0.122
144609381,0.314
144612448,0.278
144613125,0.052
144613195,0.048
144623677,0.038
144624238,0.362
144625285,0.096
144626094,0.096
144631129,0.336
144631422,0.142
144632927,0.078
144635357,0.138
144635370,0.392
144636616,0.062
144638190,0.006
144638662,0.128
144642682,0.132
144645051,0.008
144648471,0.092
144649193,0.294
144651623,0.32
144653326,0.074
144653490,0.09
144655336,0.048
144655544,0.156
144656248,0.152
144656276,0.022
144656759,0.004
144656881,0.068
144657282,0.214
144657655,0.102
144658533,0.102
144659086,0.056
144661985,0.14
144662896,0.124
144664627,0.25
144664830,0.1
144665647,0.036
144665887,0.072
144667174,0.172
144672635,0.004
144676119,0.034
144681691,0.076
144687063,0.05
144688792,0.054
144694614,0.772
144694844,0.404
144696414,0.08
144701190,0.23
144702060,0.094
144703812,0.1
144706119,0.106
144714939,0.082
144716469,0.016
144717271,0.244
144718934,0.158
144722313,0.036
144724151,0.068
144728028,0.032
144731512,0.08
144732353,0.522
144734117,0.176
144734439,0.408
144736503,0.036
144738138,0.012
144739380,0.086
144739453,0.032
144743479,0.04
144748472,0.104
144749487,0.042
144754135,0.018
144760767,0.25
144763629,0.144
144771544,0.19
144776918,0.188
144777524,0.268
144778449,0.07
144780392,0.146
144783554,0.148
144786618,0.078
144786635,0.19
144788282,0.024
144788732,0.084
144792541,0.122
144794200,0.1
144794812,0.118
144795972,0.132
144798726,0.05
144802363,0.06
144807255,0.082
144807700,0.184
144809590,0.37
144816195,0.024
144817880,0.064
144818197,0.02
144818865,0.018
144821065,0.334
144824984,0.458
144829196,0.116
144830264,0.294
144835573,0.13
144837754,0.052
144850102,0.062
144851674,0.16
144851768,0.078
144852224,0.2
144855184,0.054
144855884,0.23
144859089,0.282
144867037,0.182
144867274,0.112
144871707,0.098
144873194,0.082
144873526,0.108
144873999,0.068
144875108,0.026
144876604,0.042
144879038,0.116
144879521,0.106
144884593,0.124
144885114,0.1
144885138,0.05
144889038,0.02
144896349,0.25
144898297,0.116
144900082,0.028
144907203,0.404
144913856,0.486
144921938,0.126
144924362,0.04
144926306,0.182
144931444,0.132
144934355,0.076
144936848,0.048
144951151,0.128
144958166,0.056
144958837,0.264
144965671,0.148
144967632,0.058
144969923,0.044
144974002,0.064
144981244,0.084
144981887,0.058
144988279,0.156
144997047,0.224
145004319,0.036
145007075,0.14
145012267,0.094
145018000,0.012
145021516,0.342
145037780,0.086
145043360,0.15
145052483,0.086
145063052,0.03
145087909,0.006
169177245,0.054
169196566,0.06
169233763,0.092
169270921,0.162
169277639,0.2
169281207,0.088
169306202,0.678
169307713,0.1
169317669,0.062
169327141,0.034
169330612,0.088
169337010,0.082
169342283,0.02
169380888,0.13
169392579,0.104
169395383,0.42
169422819,0.094
169423564,0.06
169453579,0.042
169508439,0.118
169519577,0.088
169576511,0.002
169577794,0.134
169592184,0.048
169626564,0.128
169644669,0.112
169665816,0.096
169669349,0.042
169681714,0.068
169691379,0.034
169722122,0.016
169756194,0.12
169758683,0.078
169759399,0.108
169773099,0.124
169782310,0.078
169797312,0.126
169799745,0.046
169857929,0.04
169869695,0.064
169873158,0.174
169875679,0.184
169888113,0.126
169911697,0.234
169942902,0.056
170003841,0.074
170028011,0.05
170034533,0.098
170048563,0.02
170061158,0.518
170063806,0.032
170067993,0.186
170076209,0.072
170121351,0.018
170135657,0.184
170152495,0.07
170172593,0.146
170184566,0.272
170212945,0.07
170221205,0.138
170222922,0.108
170255172,0.11
170263245,0.096
170277605,0.01
170292634,0.082
170294375,0.028
170303255,0.09
170311441,0.172
170323075,0.172
170393428,0.246
170418393,0.16
170428597,0.112
170434498,0.024
170489408,0.08
170515773,0.654
170554178,0.034
170599543,0.186
170612653,0.072
170635174,0.044
170640928,0.226
170644847,0.022
170661716,0.076
170739481,0.004
170745266,0.078
170768753,0.05
170771752,0.034
170775788,0.102
170776087,0.094
170783341,0.222
170783642,0.072
170784230,0.516
170801714,0.47
170843037,0.044
170891066,0.042
170907038,0.046
170910618,0.05
170926604,0.018
170950464,0.072
170961319,0.34
170980677,0.034
170983845,0.064
171000270,0.086
171044122,0.14
171051936,0.2
171066526,0.07
171078365,0.09
171091797,0.066
171095004,0.042
171100708,0.376
171107013,0.088
171111245,0.128
171152486,0.134
171189130,0.038
171192802,0.078
171199518,0.014
171209026,0.21
171217831,0.228
171249979,0.036
171285203,0.186
171292971,0.044
171296637,0.04
171300795,0.052
171309854,0.066
171312522,0.062
171324261,0.192
171326047,0.07
171362641,0.166
171384419,0.208
171432090,0.38
171446521,0.054
171493517,0.052
171496651,0.042
171582344,0.036
171584883,0.114
171587666,0.16
171603345,0.048
171656195,0.058
171664367,0.156
171683829,0.126
171698926,0.362
171720700,0.036
171727584,0.028
171751764,0.126
171754861,0.108
171765097,0.076
171824783,0.152
171833053,0.082
171839884,0.194
171850192,0.186
171868586,0.032
171889512,0.114
171944533,0.064
171945064,0.152
171948216,0.204
171993749,0.092
171997371,0.078
172003437,0.47
172010495,0.112
172022873,0.102
172042747,0.14
172061070,0.468
172078536,0.048
172092689,0.154
172093161,0.094
172146294,0.082
172181157,0.178
172182062,0.034
172193611,0.086
172223373,0.068
172227213,0.198
172230687,0.056
172294309,0.032
172328765,0.054
172350589,0.112
172354746,0.07
172374844,0.044
172421924,0.088
172428560,0.116
172472476,0.138
172489085,0.418
172495866,0.122
172499841,0.048
172637432,0.008
172643982,0.798
172646638,0.086
172662621,0.034
172668780,0.066
172730158,0.16
172740195,0.068
172742810,0.03
172791525,0.094
172831937,0.028
172859860,0.338
172863245,0.086
172869089,0.108
172886223,0.086
172984803,0.056
173166077,0.098
173198753,0.07
173292830,0.086
173386925,0.494
173394504,0.064
173433288,0.058
173439055,0.014
173523671,0.03
173570235,0.274
173592517,0.036
173630235,0.118
173669127,0.658
173685833,0.072
173700464,0.008
173809460,0.222
173847014,0.062
173875347,0.312
173898847,0.028
173901103,0.008
173906077,0.088
173944061,0.076
173951261,0.4
173952082,0.19
173958086,0.028
173970028,0.052
173972460,0.158
174053520,0.18
174091261,0.282
174109447,0.062
174144669,0.046
174182331,0.09
174185060,0.23
174185121,0.124
174199793,0.096
174200325,0.052
174271085,0.098
174317710,0.548
174353419,0.074
174360055,0.052
174374103,0.142
174380028,0.006
174410141,0.058
174430336,0.048
174443840,0.096
174468655,0.02
174471272,0.124
174495829,0.12
174498229,0.124
174524198,0.062
174619542,0.182
174706115,0.082
174723156,0.046
174733915,0.15
174782266,0.05
174832349,0.018
174836858,0.18
174857007,0.038
174881466,0.074
174907625,0.596
174948446,0.052
174957617,0.19
174958647,0.042
174982221,0.062
174990869,0.09
175009919,0.014
175015586,0.076
175024719,0.018
175029088,0.044
175092430,0.136
175095785,0.032
175129677,0.094
175153122,0.068
175171143,0.022
175174510,0.026
175192860,0.042
175208895,0.134
175213757,0.326
175223715,0.088
175230845,0.124
175272768,0.182
175304419,0.066
175325584,0.062
175340851,0.546
175366319,0.14
175372082,0.112
175375592,0.082
175379008,0.138
175388611,0.128
175389172,0.01
175455749,0.074
175463637,0.12
175480546,0.074
175523310,0.508
175524796,0.004
175530408,0.584
175547129,0.026
175555336,0.048
175575320,0.122
175590698,0.046
175605315,0.234
175613233,0.15
175624186,0.026
175640300,0.078
175643709,0.486
175649035,0.012
175663517,0.132
175673179,0.024
175703205,0.01
175715520,0.146
175740367,0.108
175740529,0.012
175741133,0.128
175745373,0.108
175746402,0.122
175752506,0.168
175780793,0.018
175784893,0.042
175787075,0.152
175840373,0.038
175885142,0.014
175957527,0.056
175998284,0.146
176018873,0.092
176028230,0.008
176078058,0.204
176126754,0.186
176132530,0.108
176154946,0.072
176169571,0.032
176194630,0.036
176212367,0.054
176216109,0.396
176265750,0.088
176285932,0.044
176290359,0.094
176316886,0.026
176328853,0.266
176334191,0.126
176364290,0.216
176405944,0.146
176414668,0.628
176417981,0.326
176422231,0.116
176435767,0.036
176441179,0.262
176443779,0.608
176449072,0.294
176479546,0.05
176514413,0.156
176522315,0.064
176526042,0.022
176533936,0.23
176539408,0.118
176540832,0.024
176542634,0.468
176553765,0.062
176563779,0.13
176587701,0.06
176625728,0.048
176628807,0.05
176645816,0.192
176650524,0.492
176656373,0.064
176670325,0.076
176691117,0.054
176699874,0.038
176706465,0.1
176709042,0.406
176727291,0.05
176749913,0.036
176767478,0.048
176791163,0.214
176843241,0.328
176930027,0.156
176933291,0.132
176940069,0.184
176946888,0.076
176955146,0.048
176969898,0.096
176971772,0.112
176971828,0.14
176988550,0.118
177018292,0.096
177019611,0.084
177026508,0.34
177034349,0.122
